OrderID;Gender;ChannelName;PaymentMethod;YearNumber;MonthNumber;TotalQuantity;AvgDiscount;NumberOfProducts;NumberOfCategories;TotalRevenue
O001131;Female;Web;COD;2025;6;18;0,075;4;4;7667
O001132;Male;Marketplace;Cash;2021;3;19;0,02;5;5;7412,12
O001133;Female;Call Center;COD;2021;12;11;0;2;2;5196,92
O001134;Male;Call Center;Cash;2022;4;8;0,075;2;1;1325,4
O001135;Male;Marketplace;Wallet;2023;10;12;0,1;2;2;2523,32
O001136;Male;Mobile App;Bank Transfer;2023;5;19;0,02;5;4;8796,99
O001137;Female;Store;Card;2021;1;5;0,2;1;1;413,04
O001138;Female;Web;Cash;2025;6;11;0,0625;4;3;3065,22
O001139;Male;Mobile App;Cash;2025;11;12;0,0333333333333333;3;3;4490,36
O001140;Unknown;Call Center;Cash;2021;1;2;0;1;1;1163,26
O001141;Female;Web;Bank Transfer;2021;4;9;0,0125;4;3;5159,88
O001142;Unknown;Web;Bank Transfer;2023;2;19;0,07;5;4;5894,67
O001143;Male;Call Center;Bank Transfer;2022;10;24;0,01;5;3;8789,59
O001144;Unknown;Marketplace;Cash;2022;4;15;0,14;4;4;3397,43
O001145;Unknown;Store;Cash;2023;11;13;0,0333333333333333;3;2;3136,05
O001146;Male;Mobile App;Cash;2023;2;6;0,2;1;1;481,54
O001147;Unknown;Marketplace;Wallet;2023;11;20;0,075;4;3;7083,7
O001148;Male;Store;Bank Transfer;2024;9;17;0,025;4;3;10112,72
O001149;Female;Marketplace;Cash;2022;8;7;0,05;2;2;4431,09
O001150;Male;Call Center;Card;2024;6;15;0,1;4;3;2094,42
O001151;Female;Web;Bank Transfer;2025;1;20;0;4;2;5588,21
O001152;Male;Call Center;Cash;2024;5;16;0,0125;4;3;5143,28
O001153;Male;Web;Bank Transfer;2023;2;11;0,1;2;2;3904,88
O001154;Female;Store;Bank Transfer;2023;5;5;0,15;2;2;2457,2
O001155;Female;Call Center;Bank Transfer;2023;11;6;0,2;1;1;2805,6
O001156;Female;Marketplace;Cash;2024;9;20;0,06;5;4;9986,87
O001157;Male;Marketplace;Card;2025;7;5;0,05;2;2;1079,71
O001158;Unknown;Web;Cash;2024;1;19;0,09;5;5;9463,87
O001159;Female;Mobile App;Cash;2025;8;14;0,0333333333333333;3;3;4796,79
O001160;Female;Mobile App;Bank Transfer;2022;11;9;0,025;2;1;5345,29
O001161;Unknown;Mobile App;Bank Transfer;2022;10;10;0,0625;4;3;4913,83
O001162;Unknown;Call Center;Card;2022;4;14;0,0333333333333333;3;2;4844,93
O001163;Female;Call Center;Wallet;2022;12;10;0,116666666666667;3;3;2850,21
O001164;Female;Store;Wallet;2022;2;6;0,2;1;1;332,4
O001165;Male;Marketplace;Wallet;2022;12;1;0,05;1;1;17,59
O001166;Unknown;Call Center;COD;2022;10;4;0,05;1;1;1466,15
O001167;Male;Mobile App;COD;2022;12;17;0,0333333333333333;3;3;5391,11
O001168;Female;Web;Card;2021;6;4;0,2;1;1;2518,72
O001169;Unknown;Marketplace;Bank Transfer;2021;7;13;0,0333333333333333;3;2;3790,82
O001170;Female;Web;Cash;2022;7;11;0,0333333333333333;3;2;1933,52
O001171;Unknown;Store;Cash;2025;8;21;0,05;5;4;9473,86
O001172;Male;Web;Cash;2022;2;20;0,02;5;3;7298,4
O001173;Female;Web;COD;2023;10;20;0,1;5;4;6465,1
O001174;Male;Store;Cash;2023;11;5;0,075;2;1;296,81
O001175;Male;Marketplace;Card;2024;11;2;0;1;1;993,4
O001176;Male;Call Center;Wallet;2024;4;15;0,0666666666666667;3;3;3925,51
O001177;Male;Call Center;Wallet;2025;9;12;0,075;4;4;2705,44
O001178;Unknown;Web;Bank Transfer;2025;10;1;0,2;1;1;95,58
O001179;Female;Web;COD;2022;5;17;0,1125;4;3;4260,55
O001180;Male;Mobile App;Bank Transfer;2024;1;5;0,1;1;1;2429,95
O001181;Male;Marketplace;Bank Transfer;2023;5;3;0,125;2;2;1406,62
O001182;Female;Mobile App;Cash;2023;4;11;0,0625;4;3;4618,82
O001183;Female;Store;Card;2021;1;15;0,06;5;5;7403,81
O001184;Male;Mobile App;Bank Transfer;2023;3;10;0,025;4;3;3742,67
O001185;Female;Mobile App;Card;2025;10;14;0,05;4;3;5215,37
O001186;Unknown;Call Center;Card;2025;3;10;0,075;4;3;5009,64
O001187;Unknown;Web;Cash;2025;10;20;0,125;4;4;6896,4
O001188;Female;Marketplace;Cash;2022;6;8;0;3;2;2541,65
O001189;Female;Mobile App;Bank Transfer;2023;8;19;0,08;5;4;10103,48
O001190;Female;Store;Card;2025;2;3;0;1;1;1307,34
O001191;Male;Web;Wallet;2025;1;12;0,05;4;3;4024,78
O001192;Female;Web;Bank Transfer;2023;11;19;0,08;4;3;6854,44
O001193;Female;Marketplace;Card;2021;7;15;0,0833333333333333;3;3;4790,05
O001194;Female;Call Center;Card;2022;8;7;0,1;2;2;3871,79
O001195;Male;Call Center;COD;2024;6;6;0,075;2;2;3956,06
O001196;Female;Web;Wallet;2025;8;11;0,1;2;2;1683,63
O001197;Male;Marketplace;Wallet;2025;6;14;0,05;3;3;6199,03
O001198;Female;Mobile App;Wallet;2023;8;13;0,02;5;5;5786,92
O001199;Unknown;Mobile App;Bank Transfer;2025;9;3;0;1;1;119,79
O001200;Female;Web;Card;2021;10;16;0,06;5;4;9273,68
O001201;Unknown;Mobile App;Card;2021;3;9;0,1;2;2;4577,62
O001202;Female;Marketplace;Card;2021;1;2;0;1;1;1099,34
O001203;Unknown;Mobile App;COD;2023;12;4;0;1;1;1798,12
O001204;Female;Marketplace;COD;2023;9;12;0,1;3;3;5591,13
O001205;Female;Web;Wallet;2022;10;6;0,2;3;3;1643,95
O001206;Unknown;Store;COD;2024;11;8;0,0333333333333333;3;3;2917,75
O001207;Male;Call Center;Wallet;2023;4;21;0,11;5;4;4409,02
O001208;Male;Marketplace;Bank Transfer;2022;10;17;0,125;4;4;7507,54
O001209;Female;Call Center;Card;2022;2;10;0,05;2;2;3332,48
O001210;Female;Web;COD;2022;2;6;0,1;1;1;2969,35
O001211;Female;Web;Cash;2025;3;9;0,125;2;2;3078,88
O001212;Male;Store;COD;2025;5;17;0,04;5;4;8174
O001213;Female;Web;Bank Transfer;2025;3;2;0,1;1;1;584,14
O001214;Male;Web;COD;2023;1;20;0,06;5;4;8295,66
O001215;Male;Mobile App;Cash;2022;3;10;0,0666666666666667;3;3;1702,73
O001216;Male;Call Center;Bank Transfer;2022;3;1;0;1;1;549,88
O001217;Female;Call Center;Card;2025;1;5;0;1;1;1027,2
O001218;Male;Call Center;Card;2025;1;5;0,05;1;1;3697,02
O001219;Female;Mobile App;COD;2021;5;18;0,0625;4;4;4051,82
O001220;Female;Store;Card;2023;12;9;0,0833333333333333;3;2;3642,97
O001221;Female;Mobile App;Bank Transfer;2025;4;10;0,05;2;2;3850,15
O001222;Female;Store;Bank Transfer;2022;6;2;0,05;2;2;785,95
O001223;Female;Web;Card;2024;10;6;0;1;1;4058,4
O001224;Female;Marketplace;COD;2022;10;7;0,05;2;2;4701,09
O001225;Unknown;Marketplace;Wallet;2024;7;2;0;1;1;476,1
O001226;Male;Store;Cash;2025;5;5;0,1;1;1;3000,47
O001227;Unknown;Marketplace;COD;2022;6;22;0,07;5;2;13926,56
O001228;Male;Store;Bank Transfer;2024;5;14;0,125;4;4;6296,07
O001229;Male;Call Center;Cash;2025;10;17;0,0625;4;4;4240,5
O001230;Male;Web;Card;2023;6;16;0,05;4;3;7032,93
O001231;Unknown;Mobile App;COD;2022;10;3;0,2;1;1;248,35
O001232;Unknown;Mobile App;Wallet;2022;1;6;0;1;1;1824,42
O001233;Female;Web;Bank Transfer;2022;8;8;0,025;2;2;4852,58
O001234;Male;Call Center;Card;2025;7;11;0,025;4;3;3864,55
O001235;Unknown;Store;Bank Transfer;2023;10;12;0,0833333333333333;3;3;3483,46
O001236;Female;Marketplace;COD;2022;3;6;0;3;2;931,05
O001237;Male;Mobile App;Cash;2021;4;7;0,1;2;2;2129,2
O001238;Male;Marketplace;Card;2022;9;2;0,1;1;1;1143,47
O001239;Female;Store;COD;2023;3;8;0,0166666666666667;3;2;3084,32
O001240;Male;Mobile App;Bank Transfer;2024;12;3;0;1;1;1214,82
O001241;Male;Call Center;Cash;2025;9;14;0,166666666666667;3;3;3441,46
O001242;Unknown;Store;COD;2023;11;8;0,0625;4;3;2222,86
O001243;Female;Store;Bank Transfer;2025;12;11;0,0875;4;3;5280,75
O001244;Male;Web;Cash;2023;2;19;0,05;5;5;9118,3
O001245;Male;Call Center;Bank Transfer;2024;8;10;0,0625;4;3;3437,76
O001246;Male;Mobile App;Cash;2025;10;21;0,0125;4;3;7389,64
O001247;Male;Mobile App;Card;2024;4;6;0;2;2;2985,97
O001248;Male;Call Center;COD;2021;12;17;0,05;5;4;7738,34
O001249;Male;Web;Cash;2025;10;1;0;1;1;474,99
O001250;Female;Web;Card;2022;9;19;0,09;5;3;4727,32
O001251;Female;Web;Cash;2023;8;6;0,075;2;2;2515,82
O001252;Unknown;Call Center;Wallet;2024;3;12;0,0666666666666667;3;3;4782,47
O001253;Male;Store;Card;2025;4;18;0,11;5;3;10515,67
O001254;Female;Call Center;COD;2021;4;13;0,116666666666667;3;3;4864,12
O001255;Female;Web;Cash;2022;12;5;0,075;2;2;930,4
O001256;Male;Marketplace;Wallet;2022;10;4;0,2;1;1;1270,56
O001257;Male;Marketplace;Bank Transfer;2022;5;2;0,1;1;1;33,86
O001258;Female;Mobile App;Bank Transfer;2022;3;10;0,1;2;2;2254,46
O001259;Female;Call Center;Wallet;2022;6;10;0,09;5;4;4223,41
O001260;Female;Mobile App;Bank Transfer;2024;10;12;0,0625;4;3;4079,83
O001261;Male;Store;COD;2025;10;19;0,075;4;4;10260,73
O001262;Female;Store;Wallet;2022;5;19;0,08;5;5;4195,46
O001263;Male;Mobile App;Bank Transfer;2025;9;15;0,075;4;3;1686,53
O001264;Female;Store;COD;2024;9;1;0,1;1;1;273,66
O001265;Female;Web;COD;2025;7;10;0,15;3;3;5567,31
O001266;Male;Call Center;Card;2024;5;17;0,08;5;4;9219,6
O001267;Female;Call Center;COD;2022;5;12;0,05;4;4;4393,7
O001268;Unknown;Store;Bank Transfer;2021;9;2;0,025;2;2;520,5
O001269;Male;Mobile App;Cash;2022;3;12;0,05;2;2;4033,66
O001270;Male;Web;Wallet;2023;9;3;0;1;1;407,37
O001271;Female;Marketplace;Bank Transfer;2022;11;13;0,0666666666666667;3;2;5365,35
O001272;Female;Store;Card;2025;12;10;0,116666666666667;3;2;5723,02
O001273;Male;Marketplace;Wallet;2025;10;15;0,0875;4;3;5407,82
O001274;Female;Call Center;Wallet;2023;9;24;0,07;5;3;4607,28
O001275;Female;Mobile App;Card;2024;4;3;0;1;1;1567,77
O001276;Female;Web;Bank Transfer;2023;3;14;0,0375;4;2;5051,52
O001277;Male;Marketplace;Wallet;2021;9;17;0,075;4;3;6783,95
O001278;Female;Mobile App;Cash;2023;8;18;0,1;5;4;6075,89
O001279;Unknown;Web;COD;2025;6;15;0,05;4;4;8852,69
O001280;Male;Web;Card;2024;9;20;0,07;5;3;10678,95
O001281;Male;Web;Card;2022;1;4;0,2;1;1;2148,13
O001282;Female;Call Center;Wallet;2023;4;12;0,1;3;3;3582,53
O001283;Female;Mobile App;Cash;2022;5;2;0,1;1;1;1416,78
O001284;Male;Marketplace;Wallet;2023;3;15;0,04;5;4;7134,88
O001285;Female;Web;Bank Transfer;2024;10;8;0,075;2;2;3063,29
O001286;Female;Marketplace;Bank Transfer;2025;8;8;0,075;2;1;3154,45
O001287;Female;Store;Cash;2021;6;8;0,0333333333333333;3;2;4370,17
O001288;Female;Marketplace;Card;2022;10;18;0,025;4;2;5969,78
O001289;Unknown;Web;Wallet;2023;5;3;0,15;2;2;1719,96
O001290;Unknown;Store;Bank Transfer;2021;9;14;0,1;4;4;5906,47
O001291;Female;Store;Wallet;2021;2;11;0,1125;4;4;4451,29
O001292;Male;Store;Wallet;2022;5;8;0,05;2;2;3969,38
O001293;Male;Store;Bank Transfer;2022;11;12;0,0375;4;4;5625,27
O001294;Female;Store;Card;2023;5;4;0,1;1;1;2301,91
O001295;Female;Marketplace;Bank Transfer;2025;6;12;0,07;5;4;3637,43
O001296;Unknown;Mobile App;Bank Transfer;2023;4;6;0,05;1;1;1057,81
O001297;Female;Call Center;Card;2022;1;15;0,0625;4;3;4482,03
O001298;Female;Web;COD;2024;8;2;0,05;1;1;275,5
O001299;Female;Marketplace;Bank Transfer;2025;2;4;0,2;1;1;1338,66
O001300;Unknown;Web;COD;2024;12;24;0,05;5;4;6308,17
O001301;Male;Mobile App;Card;2023;3;16;0,0375;4;3;5497,8
O001302;Unknown;Web;Card;2023;4;1;0;1;1;436,54
O001303;Female;Marketplace;Wallet;2024;4;8;0,15;2;2;3454,68
O001304;Female;Marketplace;Card;2021;10;18;0,09;5;5;5130,27
O001305;Male;Call Center;Card;2022;2;20;0,11;5;4;5590,89
O001306;Female;Call Center;Card;2025;5;11;0,125;2;2;5161,92
O001307;Male;Web;COD;2025;3;17;0,05;4;4;5322,57
O001308;Unknown;Web;Cash;2024;10;13;0,075;4;3;5998,22
O001309;Female;Call Center;Cash;2025;5;18;0,03;5;4;6850,6
O001310;Female;Mobile App;Cash;2024;11;17;0,02;5;4;8268,26
O001311;Male;Marketplace;COD;2022;12;11;0,05;2;1;2342,8
O001312;Female;Call Center;COD;2023;4;18;0,01;5;2;7309,8
O001313;Female;Marketplace;COD;2022;12;14;0,1;5;5;5699,07
O001314;Female;Store;Wallet;2025;1;15;0,025;4;4;4048,75
O001315;Female;Store;Card;2024;12;16;0,0625;4;3;7206,02
O001316;Male;Web;Wallet;2021;8;2;0;1;1;1530,3
O001317;Unknown;Marketplace;Card;2023;11;10;0,025;2;2;3406,42
O001318;Unknown;Mobile App;Bank Transfer;2022;11;18;0,04;5;4;5879,05
O001319;Female;Mobile App;Card;2023;10;14;0,075;4;3;4802,71
O001320;Unknown;Web;Wallet;2025;12;20;0,1;5;5;8465,77
O001321;Male;Call Center;COD;2024;5;2;0,1;2;2;837,26
O001322;Female;Call Center;Bank Transfer;2021;7;2;0;1;1;1318,66
O001323;Unknown;Web;COD;2023;9;13;0,075;4;4;3378,72
O001324;Female;Call Center;Cash;2024;12;4;0,05;1;1;1067,91
O001325;Male;Mobile App;Cash;2024;2;7;0;2;2;1773,21
O001326;Male;Call Center;COD;2024;4;10;0;2;2;3686,05
O001327;Male;Web;Card;2024;5;9;0,1;2;2;3185,76
O001328;Female;Marketplace;Cash;2024;10;1;0,1;1;1;142,97
O001329;Female;Marketplace;Bank Transfer;2025;1;11;0,1;3;2;4417,58
O001330;Unknown;Mobile App;Bank Transfer;2024;2;5;0,1;2;2;459,41
O001331;Female;Call Center;Card;2021;2;9;0,0333333333333333;3;3;5889,33
O001332;Female;Marketplace;Wallet;2023;10;19;0,13;5;2;7596,48
O001333;Male;Call Center;Wallet;2021;5;7;0,0666666666666667;3;2;3030,77
O001334;Unknown;Store;Bank Transfer;2024;10;5;0,0666666666666667;3;2;2632,47
O001335;Male;Marketplace;Cash;2021;4;6;0,125;2;2;627,44
O001336;Female;Mobile App;Card;2022;7;7;0,025;4;3;4243,58
O001337;Male;Web;COD;2024;3;24;0,08;5;4;6411,89
O001338;Female;Call Center;COD;2023;10;2;0,2;1;1;519,04
O001339;Female;Marketplace;Wallet;2021;3;24;0,06;5;4;11336,12
O001340;Male;Store;Cash;2022;5;18;0,04;5;4;8053,36
O001341;Male;Mobile App;Bank Transfer;2022;4;3;0;1;1;932,25
O001342;Female;Mobile App;Cash;2023;1;25;0,1;5;2;9770,85
O001343;Male;Store;Cash;2025;5;8;0,025;2;2;3517,71
O001344;Female;Marketplace;Cash;2024;11;14;0,0875;4;3;3879,63
O001345;Female;Web;Wallet;2025;5;3;0,075;2;2;824,69
O001346;Male;Store;Bank Transfer;2024;5;19;0,175;4;3;6217,18
O001347;Male;Web;Bank Transfer;2021;8;3;0,05;1;1;1049,97
O001348;Unknown;Mobile App;Card;2021;12;11;0,0375;4;4;4118,66
O001349;Unknown;Store;Cash;2022;6;6;0,1;1;1;2493,18
O001350;Female;Mobile App;Cash;2021;12;12;0,0666666666666667;3;2;8207,8
O001351;Male;Call Center;COD;2022;7;5;0,166666666666667;3;3;1962,41
O001352;Female;Web;Bank Transfer;2025;6;12;0,025;2;2;4340,52
O001353;Male;Call Center;Bank Transfer;2022;10;11;0,05;3;2;1676,59
O001354;Unknown;Mobile App;Card;2024;3;18;0,125;4;3;3502,9
O001355;Male;Mobile App;Cash;2025;5;10;0,0166666666666667;3;3;4217,15
O001356;Male;Mobile App;Wallet;2021;10;4;0,05;1;1;2192,98
O001357;Male;Web;Wallet;2021;5;13;0,05;3;3;8344,92
O001358;Male;Marketplace;Card;2022;11;7;0,05;2;2;1852,84
O001359;Male;Mobile App;Bank Transfer;2021;9;4;0,05;1;1;151,73
O001360;Female;Mobile App;Card;2022;11;1;0;1;1;515,85
O001361;Male;Mobile App;Card;2024;10;11;0,1;4;3;5227,21
O001362;Male;Marketplace;Bank Transfer;2024;5;15;0,0875;4;3;4244,9
O001363;Female;Call Center;Wallet;2023;1;6;0,15;2;1;1542,08
O001364;Male;Store;Cash;2023;7;18;0,08;5;4;5340,4
O001365;Male;Call Center;Cash;2021;2;10;0,025;2;2;1730,06
O001366;Female;Call Center;Bank Transfer;2022;12;16;0,03;5;4;5184,59
O001367;Female;Marketplace;Wallet;2021;4;16;0,08;4;4;8098,86
O001368;Unknown;Marketplace;Wallet;2022;11;11;0,0333333333333333;3;3;4819,45
O001369;Male;Marketplace;Wallet;2024;5;5;0,2;1;1;2974,48
O001370;Male;Store;Cash;2022;7;16;0,0875;4;4;4497,14
O001371;Female;Store;Card;2024;3;10;0,1;3;3;2356,82
O001372;Female;Marketplace;Card;2023;2;8;0,025;2;2;3488,64
O001373;Male;Web;Wallet;2022;1;10;0;3;3;5435,5
O001374;Male;Call Center;COD;2025;11;13;0,1;3;3;4085,95
O001375;Female;Store;Cash;2025;11;3;0;1;1;857,19
O001376;Male;Call Center;Bank Transfer;2025;2;14;0,0625;4;4;4953,12
O001377;Female;Marketplace;Bank Transfer;2023;5;15;0,0875;4;3;5398,3
O001378;Unknown;Web;Cash;2021;7;4;0;1;1;960,96
O001379;Male;Call Center;Wallet;2025;5;13;0,1375;4;4;6422,81
O001380;Female;Call Center;COD;2023;10;12;0,0166666666666667;3;3;3748,93
O001381;Male;Call Center;Wallet;2022;1;18;0,08;5;2;9436,05
O001382;Male;Web;Cash;2025;5;9;0,05;2;2;3462,39
O001383;Female;Web;Bank Transfer;2021;2;5;0,05;1;1;1651,91
O001384;Female;Call Center;Card;2022;12;11;0,05;3;3;4507,41
O001385;Male;Web;Cash;2024;3;18;0,125;4;3;5676,12
O001386;Female;Call Center;COD;2022;1;14;0,1125;4;4;3916,03
O001387;Female;Call Center;Wallet;2025;9;1;0;1;1;276,83
O001388;Male;Mobile App;Wallet;2024;10;4;0,025;2;2;1806,17
O001389;Female;Web;Cash;2023;5;9;0,0166666666666667;3;2;4326,51
O001390;Male;Mobile App;Cash;2024;8;5;0,025;2;1;1138,64
O001391;Male;Web;COD;2025;4;10;0,025;3;3;4211,61
O001392;Female;Web;Wallet;2024;12;10;0,1;4;4;1744,86
O001393;Female;Store;Cash;2023;4;8;0;2;2;918,38
O001394;Male;Marketplace;Wallet;2024;7;8;0,116666666666667;3;3;2995,23
O001395;Female;Mobile App;Cash;2021;10;3;0;1;1;1921,8
O001396;Male;Call Center;COD;2021;12;7;0,116666666666667;3;3;2538,23
O001397;Male;Store;COD;2024;11;3;0,15;2;1;1202,69
O001398;Unknown;Web;Bank Transfer;2021;4;4;0;1;1;2522,88
O001399;Female;Mobile App;Wallet;2023;7;12;0,0375;4;4;2951,42
O001400;Male;Call Center;Wallet;2022;11;5;0,05;1;1;367,6
O001401;Unknown;Mobile App;Card;2023;1;17;0,075;4;4;8350,07
O001402;Female;Mobile App;Wallet;2022;10;5;0,075;2;2;1215,84
O001403;Female;Web;Cash;2025;7;8;0;2;2;2862,42
O001404;Female;Web;Bank Transfer;2024;3;6;0,1;2;2;2887,77
O001405;Female;Marketplace;COD;2021;4;22;0,04;5;4;6928,6
O001406;Male;Call Center;Wallet;2021;12;6;0,025;2;2;2310,71
O001407;Female;Mobile App;Wallet;2025;1;16;0,075;4;4;5410,45
O001408;Unknown;Marketplace;Bank Transfer;2025;4;8;0,133333333333333;3;3;790,58
O001409;Female;Mobile App;COD;2024;9;17;0,09;5;5;8257,34
O001410;Unknown;Web;Card;2021;7;4;0,0166666666666667;3;2;2190,27
O001411;Female;Store;Cash;2024;7;5;0,15;2;2;2966,45
O001412;Male;Store;Cash;2025;10;1;0,2;1;1;317,74
O001413;Female;Web;COD;2025;9;11;0,1;4;4;3471,25
O001414;Unknown;Web;Cash;2021;10;19;0,04;5;3;7815,89
O001415;Male;Call Center;Card;2022;1;4;0,2;1;1;1557,38
O001416;Male;Store;Wallet;2023;10;18;0,05;4;4;8360,94
O001417;Male;Store;Cash;2023;6;14;0;3;2;9318,08
O001418;Unknown;Mobile App;Card;2023;7;13;0,075;4;4;4130,07
O001419;Unknown;Mobile App;Card;2022;7;7;0,1;2;2;3333,6
O001420;Male;Web;Cash;2025;10;9;0,133333333333333;3;2;5366,16
O001421;Female;Store;Cash;2022;10;20;0,1375;4;4;7095,17
O001422;Male;Call Center;Cash;2025;8;19;0,05;5;5;6477,23
O001423;Male;Store;Card;2025;2;4;0,1;1;1;422,14
O001424;Male;Web;COD;2022;5;5;0,1;2;2;2029,46
O001425;Male;Mobile App;Bank Transfer;2025;5;10;0,025;2;1;1898,89
O001426;Female;Call Center;Card;2024;3;10;0,133333333333333;3;3;2089,88
O001427;Female;Call Center;Bank Transfer;2024;9;4;0,0666666666666667;3;3;1790,18
O001428;Female;Call Center;Cash;2021;8;7;0,1;2;2;728,12
O001429;Unknown;Mobile App;Cash;2023;1;16;0,05;3;3;6729,47
O001430;Male;Marketplace;Card;2023;2;14;0,15;4;3;3836,1
O001431;Male;Marketplace;Card;2023;2;14;0,0333333333333333;3;3;4652
O001432;Female;Web;Card;2025;7;13;0,1;3;3;2816,67
O001433;Male;Call Center;COD;2022;7;16;0,1;4;2;8220,6
O001434;Male;Mobile App;Cash;2023;5;3;0;2;2;2089,9
O001435;Female;Marketplace;COD;2021;12;6;0,075;2;2;3717,39
O001436;Male;Marketplace;Cash;2025;10;5;0,0333333333333333;3;3;2843,85
O001437;Female;Marketplace;Wallet;2021;12;13;0,116666666666667;3;3;5340,47
O001438;Unknown;Call Center;Cash;2022;11;8;0,075;2;2;2194,68
O001439;Unknown;Marketplace;Wallet;2025;2;6;0,1;2;1;2856,39
O001440;Unknown;Call Center;Card;2025;10;5;0;3;1;2608,96
O001441;Female;Store;Wallet;2021;8;13;0,08;5;4;5087,96
O001442;Unknown;Call Center;Wallet;2025;5;4;0,1;2;2;1947,51
O001443;Female;Web;Wallet;2025;7;15;0,125;4;4;7655,92
O001444;Female;Mobile App;Bank Transfer;2025;4;15;0,075;4;4;4754,5
O001445;Female;Web;COD;2021;5;16;0,075;4;3;5396,05
O001446;Female;Web;Card;2024;5;16;0,0125;4;2;8638,39
O001447;Unknown;Web;Wallet;2021;4;3;0,05;2;1;1197,42
O001448;Female;Call Center;COD;2023;7;13;0,01;5;3;3066,57
O001449;Female;Marketplace;COD;2025;12;3;0;1;1;2399,07
O001450;Male;Web;Wallet;2023;8;7;0,0666666666666667;3;2;3140,66
O001451;Unknown;Web;Wallet;2025;2;14;0,06;5;5;7164,71
O001452;Male;Web;Wallet;2023;6;21;0,11;5;4;6577,74
O001453;Male;Web;Wallet;2022;5;10;0,2;2;2;2223,57
O001454;Female;Marketplace;Bank Transfer;2025;4;5;0;1;1;1748,75
O001455;Male;Store;Cash;2021;4;22;0,0375;4;4;8754,85
O001456;Unknown;Web;Bank Transfer;2023;9;15;0,1;5;4;5777,11
O001457;Female;Mobile App;COD;2024;11;14;0,0333333333333333;3;3;3402,33
O001458;Male;Web;Card;2021;8;8;0,1;3;3;3503,52
O001459;Female;Marketplace;Wallet;2025;9;20;0,02;5;4;9165,19
O001460;Unknown;Store;Wallet;2025;7;16;0,125;4;3;5917,79
O001461;Female;Web;Bank Transfer;2024;9;14;0,0333333333333333;3;3;7764,81
O001462;Male;Store;Wallet;2025;6;4;0,025;2;2;1503,99
O001463;Female;Web;COD;2022;2;8;0,15;2;2;836,64
O001464;Male;Store;Wallet;2021;10;6;0,05;2;2;1624,55
O001465;Unknown;Marketplace;Card;2023;3;12;0,05;3;3;6130,88
O001466;Male;Call Center;Wallet;2025;9;9;0,075;2;2;969,06
O001467;Male;Store;COD;2021;4;17;0,0875;4;3;8052,97
O001468;Male;Mobile App;Card;2021;9;9;0,05;2;2;4187,77
O001469;Female;Mobile App;Bank Transfer;2021;8;19;0,09;5;2;10801,33
O001470;Female;Store;Cash;2024;12;11;0,025;2;2;4419,21
O001471;Female;Call Center;Cash;2021;3;9;0,025;4;3;6188,28
O001472;Male;Call Center;Card;2023;5;24;0,02;5;3;12127,45
O001473;Male;Call Center;COD;2022;10;11;0,1;3;3;2873,51
O001474;Male;Mobile App;Cash;2025;10;14;0,0625;4;3;6358,57
O001475;Female;Store;Cash;2024;5;17;0,05;5;4;9364,25
O001476;Female;Mobile App;Bank Transfer;2024;3;3;0;1;1;1547,55
O001477;Male;Marketplace;COD;2021;8;7;0,05;2;2;273,62
O001478;Male;Web;COD;2025;7;4;0;1;1;781,44
O001479;Male;Store;COD;2022;2;13;0,0333333333333333;3;3;5144,46
O001480;Male;Web;Wallet;2024;12;3;0,0666666666666667;3;3;1274,97
O001481;Female;Call Center;Bank Transfer;2023;4;3;0,1;2;2;1506,44
O001482;Unknown;Web;Bank Transfer;2023;10;17;0,1;5;3;5802,26
O001483;Male;Call Center;Cash;2022;10;19;0,08;5;5;8841,75
O001484;Male;Web;Card;2023;9;22;0,0875;4;4;8628,85
O001485;Unknown;Mobile App;Bank Transfer;2022;6;10;0,0833333333333333;3;3;2925,92
O001486;Female;Mobile App;Card;2023;7;3;0,1;2;1;1387,63
O001487;Female;Call Center;Wallet;2024;9;14;0,0875;4;3;2974,83
O001488;Female;Store;COD;2023;4;24;0;5;4;9983,21
O001489;Female;Mobile App;Card;2023;10;9;0,05;5;5;2989,51
O001490;Female;Marketplace;Wallet;2022;9;14;0,0625;4;3;4704,3
O001491;Female;Call Center;Cash;2022;3;17;0,09;5;3;5071,41
O001492;Male;Call Center;Cash;2023;8;3;0,1;1;1;1962,14
O001493;Unknown;Web;Bank Transfer;2022;5;6;0,15;2;2;1720,36
O001494;Male;Mobile App;Wallet;2023;12;5;0,0666666666666667;3;3;2449,77
O001495;Unknown;Store;Wallet;2022;1;13;0,116666666666667;3;3;7266,53
O001496;Female;Web;Cash;2022;10;8;0,125;2;2;1412,94
O001497;Female;Call Center;COD;2024;8;4;0,1;1;1;1776,67
O001498;Female;Store;COD;2024;7;5;0,2;1;1;2053,6
O001499;Unknown;Marketplace;Card;2023;6;6;0,1;3;3;1850,53
O001500;Female;Call Center;Bank Transfer;2025;4;14;0,04;5;5;5874,39
O001501;Male;Call Center;Card;2023;9;18;0,08;5;3;8801,08
O001502;Female;Mobile App;Cash;2022;11;2;0;1;1;1320,74
O001503;Unknown;Mobile App;Wallet;2022;6;14;0,075;4;3;2040,42
O001504;Unknown;Call Center;Cash;2025;3;7;0,05;2;2;1856,27
O001505;Male;Marketplace;Bank Transfer;2023;6;14;0,05;5;3;6738,19
O001506;Male;Mobile App;Bank Transfer;2023;5;11;0,1;4;4;4465,04
